2016-03-21 00:01:09,0.012,165.133.210.175,42.219.155.29,59166,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:01:35,6.028,74.159.223.75,42.219.155.29,21660,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:35,6.032,74.159.223.75,42.219.155.29,21659,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:35,6.340,74.159.223.75,42.219.155.29,21656,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:35,6.348,74.159.223.75,42.219.155.29,21657,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:35,6.376,74.159.223.75,42.219.155.29,21653,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:35,6.380,74.159.223.75,42.219.155.29,21654,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:35,6.384,74.159.223.75,42.219.155.29,21655,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:01:49,20.964,74.159.223.75,42.219.155.29,21649,8080,TCP,.APRSF,0,0,58,2816,background
2016-03-21 00:01:49,21.380,74.159.223.75,42.219.155.29,21648,8080,TCP,.APRSF,0,0,75,3460,background
2016-03-21 00:01:49,21.388,74.159.223.75,42.219.155.29,21647,8080,TCP,.APRSF,0,0,46,2300,background
2016-03-21 00:03:09,0.012,165.133.210.175,42.219.155.29,35601,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:05:09,0.008,165.133.210.175,42.219.155.29,35620,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:07:09,0.012,165.133.210.175,42.219.155.29,35639,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:09:09,0.016,165.133.210.175,42.219.155.29,43819,8080,TCP,.AP.SF,0,64,6,339,background
2016-03-21 00:11:09,0.012,165.133.210.175,42.219.155.29,43838,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:13:09,0.012,165.133.210.175,42.219.155.29,52658,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:13:24,6.404,74.57.204.129,42.219.155.29,51326,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:13:24,6.412,74.57.204.129,42.219.155.29,51325,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:13:24,6.416,74.57.204.129,42.219.155.29,51324,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:15:09,0.012,165.133.210.175,42.219.155.29,52678,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:15:27,1.240,70.210.214.192,42.219.155.29,4338,8080,TCP,.AP.S.,0,0,22,1362,background
2016-03-21 00:15:28,1.620,70.210.214.192,42.219.155.29,4340,8080,TCP,.AP.S.,0,0,28,1602,background
2016-03-21 00:15:37,10.480,70.210.214.192,42.219.155.29,4341,8080,TCP,.A..SF,0,0,5,224,background
2016-03-21 00:15:56,30.328,70.210.214.192,42.219.155.29,4339,8080,TCP,.APRSF,0,0,40,2082,background
2016-03-21 00:15:56,9.372,70.210.214.192,42.219.155.29,4338,8080,TCP,.A.R.F,0,0,3,120,background
2016-03-21 00:16:06,6.588,70.210.214.192,42.219.155.29,4340,8080,TCP,.A.R.F,0,0,3,120,background
2016-03-21 00:16:30,11.336,74.159.223.75,42.219.155.29,25053,8080,TCP,.A..SF,0,0,6,264,background
2016-03-21 00:16:39,21.084,74.159.223.75,42.219.155.29,25047,8080,TCP,.APRS.,0,0,56,3187,background
2016-03-21 00:16:49,31.084,74.159.223.75,42.219.155.29,25049,8080,TCP,.APRS.,0,0,73,3407,background
2016-03-21 00:16:49,31.088,74.159.223.75,42.219.155.29,25048,8080,TCP,.APRS.,0,0,44,2235,background
2016-03-21 00:17:09,0.012,165.133.210.175,42.219.155.29,52697,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:19:09,0.008,165.133.210.175,42.219.155.29,40769,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:21:09,0.012,165.133.210.175,42.219.155.29,40789,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:23:09,0.016,165.133.210.175,42.219.155.29,56130,8080,TCP,.AP.SF,0,64,5,287,background
2016-03-21 00:24:40,5.956,70.251.55.110,42.219.155.29,51503,8080,TCP,.A..SF,0,0,5,224,background
